"X1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_picth_belt","skewness_roll_belt","skewness_roll_belt.1","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","skewness_pitch_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
9666,"pedro",1323095035,928289,"05/12/2011 14:23",101,122,24.4,-5.46,19,"-0.914695","0.243004","1.069879",-5.5,20,"-0.9",-6.1,19,"-0.9",0.68,0.2,121.9,0.3,0.1,25,0.3,0.1,-5.9,0.2,0.04,-0.4,-0.05,-0.46,-43,71,-172,18,577,-355,107,-38.3,49.7,31,53.2576,80.6909,13.4915,182.0209,-26.2645,11.4359,130.7795,100.3212,27.5161,757.1367,-1.75,0.34,-0.33,292,-12,91,580,168,365,-1.52989,"-1.18738","-0.96743",0.31252,"-0.41740","0.17969",-8,135,31,-38.9,49.7,6,30.91,85.3,25,12.7,41.4,113.6,-0.414,43,136.4,-0.7,19.5,110.5,-0.7,23.51,25.89,0,9,0.4962,4.6955,7.7578,60.1828,31.3168,6.0326,36.3926,124.5449,6.8509,46.9345,0.51,-0.14,-0.25,35,11,79,549,-502,-82,131,1.95,90,"-1.5239","-1.1624","#DIV/0!","0.0042","0.4680","#DIV/0!",47.2,168,"-1.5",2,90,"-1.5",45.25,78,"0.00",37,15.10417,137.48485,9.05235,81.94508,25.11364,15.48318,239.72882,121.23333,25.06105,628.05604,-0.19,1.49,0.23,124,281,-184,-290,793,676,"C"
9732,"pedro",1323095038,974794,"05/12/2011 14:23",104,121,25.4,-5.97,18,"-0.998012","-1.056809","0.323500",-4.2,20,"1.7",-6,18,"1.7",1.73,0.3,122,0.2,0,24.9,0.2,0,-4.8,0.4,0.14,-0.55,-0.03,-0.49,-32,64,-166,10,580,-362,99.3,10.3,109,5,99.3492,100.1933,5.1274,26.2901,-13.3275,13.8871,192.8504,58.8017,28.0607,787.4008,0.72,-0.72,0.38,-9,4,51,-360,371,480,-1.47234,"-1.22556","-1.16190",0.33621,"0.30523","-0.38540",10.3,109,37,-30.1,21.8,5,40.4,87.2,32,2.2,28.7,128.3,-0.242,54,143.1,0.6,8,101.4,0.6,46.04,41.69,0,9,0.5864,4.3112,11.8721,140.9477,30.5896,8.7049,75.7756,123.9932,9.3792,87.9689,0.5,-0.05,-0.31,26,2,88,537,-503,-23,159,49.4,169,"-1.5833","-1.3559","#DIV/0!","0.3081","0.4676","#DIV/0!",49.4,172,"-1.6",-5.3,89.4,"-1.6",54.66,82.6,"0.00",26,19.06328,137.78333,10.84731,117.66412,18.13233,20.67056,427.27197,121.655,30.80918,949.20557,-0.05,0.39,0.05,-174,64,-176,-695,179,491,"C"
9780,"eurico",1322489665,990746,"28/11/2011 14:14",261,1.59,3.35,-89.2,2,"-2.077953","-0.745038","0.144983",-89.2,3,"0.4",-89.7,2,"0.4",0.5,0.3,1.5,0.1,0,4.1,0.4,0.1,-89.4,0.1,0.01,-0.06,0.03,0.02,-8,5,19,35,561,-434,83.4,-18.8,43.1,18,9.6822,88.8163,3.4898,12.179,7.3033,9.3113,86.7002,98.9349,21.4138,458.5495,-4.37,1.45,-0.85,-46,170,39,609,16,356,1.34312,"0.39779","5.43713",-1.57665,"-1.15797","-1.42779",13.8,119,36,-18.8,43.1,18,32.6,75.9,18,-137.9,-17.9,-6.7,-1.2364,6.4,51,-1.4,-69.7,-18.4,-1.4,76.19,69.39,0,5,0.1949,-101.2439,27.2847,744.4547,-42.405,26.4217,698.1078,26.5111,18.3048,335.065,0.18,-0.21,-0.72,-8,-44,-3,-485,127,303,-180,15.5,-45.2,"-1.2145","-1.1972","#DIV/0!","-0.5377","0.2381","#DIV/0!",20.9,-43.5,"-1.2",14.4,-133,"-1.2",6.5,89.5,"0.00",21,85.40421,85.25581,156.93449,24628.433,18.3,2.20357,4.85571,-93.70465,27.77874,771.65855,0.06,-4.85,-1.02,94,34,184,488,-835,138,"C"
9880,"eurico",1322489669,978647,"28/11/2011 14:14",265,1.13,3.03,-88.6,2,"-2.036809","0.260163","-0.255169",-88.4,3,"-0.8",-88.6,2,"-0.8",0.2,0.3,1.1,0.3,0.1,3,0.3,0.1,-88.5,0.1,0,0,0.02,0.03,-8,4,22,40,567,-434,90.1,0.88,73.3,27,175.8256,112.5927,20.4989,420.2057,-15.9198,9.7684,95.4212,-16.1505,57.9986,3363.8334,3.37,-0.92,0,-158,218,-8,70,279,614,-1.37269,"-1.45653","-0.57505",0.09202,"-0.05692","0.83942",0.9,73.3,62,-29.7,-104,16,30.58,177.3,46,-101.5,-38.2,-38.2,-1.0384,-38.2,-38.2,-2.1,-38.2,-38.2,-2.1,0,0,0,5,0,-101.5169,0,0,-38.2221,0,0,-38.2221,0,0,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-177,14.6,94.7,"-0.5941","5.2983","#DIV/0!","-0.8292","-2.3030","#DIV/0!",14.6,113,"-0.6",9.4,94.7,"-0.6",5.25,18.3,"0.00",39,4.1561,-176.2439,1.09042,1.18902,12.59415,1.61206,2.59875,109.77805,4.18004,17.47276,-0.16,1.93,0.87,2,333,180,-455,1040,-505,"C"
9938,"eurico",1322489671,990655,"28/11/2011 14:14",267,1.54,1.45,-88.3,2,"-1.636562","-1.126225","0.660754",-88.3,3,"-0.8",-88.4,2,"-0.8",0.1,0.2,1.2,0.3,0.1,2.3,0.6,0.3,-88.3,0,0,-0.14,0.03,0,-6,7,18,28,565,-435,97.2,-16.8,20.5,20,143.9135,129.6913,14.3955,207.2315,-13.492,7.6561,58.616,-64.0304,37.6364,1416.4976,3.44,-1.59,0.03,47,175,-65,675,43,226,-1.45455,"-0.39016","-0.96621",0.25624,"0.86754","-0.15669",-1.4,20.5,59,-23.1,-106,20,21.75,126.5,39,-101.5,-38.2,-38.2,-1.034,-38.2,-38.2,-2.1,-38.2,-38.2,-2.1,0,0,0,5,0,-101.5169,0,0,-38.2221,0,0,-38.2221,0,0,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-180,13.3,45,"-1.0667","0.7374","#DIV/0!","-0.7505","-1.2736","#DIV/0!",14,115,"-1.1",6.7,45,"-1.1",7.35,70,"0.00",34,5.21014,-174.13043,1.99565,3.98261,11.3413,2.52918,6.39673,98.18913,19.39359,376.11121,-0.08,3.47,0.69,121,259,174,322,94,-144,"C"
9980,"eurico",1322489675,990645,"28/11/2011 14:14",269,1.47,1.4,-88.2,2,"-2.025482","0.147346","-0.213576",-87.9,3,"-1.6",-88.2,2,"-1.6",0.3,0.3,1.3,0.2,0,2.2,0.4,0.1,-88.1,0.1,0.02,-0.08,0.02,0,-4,7,20,31,564,-436,104,-35.7,4.45,28,31.1494,86.1207,8.1235,65.9908,-14.3707,16.3493,267.2999,78.9512,45.554,2075.165,1.16,-0.26,0.16,156,60,-223,741,-89,18,-1.74543,"-1.24395","-0.22379",-0.25806,"-0.62244","-1.08191",3.3,123,33,-36.5,1.1,14,39.8,121.89,19,-19.4,-19.4,-129.5,0.7989,55.5,-53.2,-0.4,-59.5,-147,-0.4,115.02,93.83,0,1,0.686,-12.9472,28.5149,813.1013,-9.0939,32.0211,1025.3491,-114.2422,17.31,299.6373,-0.02,0.21,0.08,-2,-2,-10,-496,153,257,167,6.97,-22.2,"-1.2630","-0.2919","#DIV/0!","-0.3333","-1.0156","#DIV/0!",15,110,"-1.3",4.3,-22.2,"-1.3",10.66,132.2,"0.00",24,30.00756,-61.91379,164.97797,27217.72928,9.84586,3.08251,9.50189,71.63103,41.67479,1736.78849,-0.9,1.17,0.56,146,-53,179,534,-638,47,"C"
10090,"eurico",1322489680,998660,"28/11/2011 14:14",274,1.61,3.6,-88.4,3,"-2.058955","-0.630589","-0.180515",-88.1,3,"-0.8",-88.4,2,"-0.8",0.3,0.3,1.2,0.3,0.1,2,0.9,0.8,-88.2,0.1,0.01,0.11,0,0,-6,6,23,40,562,-434,77.7,10.5,121,31,41.0164,75.5022,6.2003,38.4433,-9.6926,19.528,381.3423,81.4935,36.8593,1358.6086,-0.53,0.14,-0.15,-232,165,-97,-409,306,511,-1.33174,"-1.02257","-1.33202",-0.4656,"-0.53558","-0.43898",11.3,122,32,-41.4,8.7,12,52.7,113.3,20,106.1,22,-45.2,1.2156,31.1,85.2,1.1,-58.2,-141.8,1.1,89.28,227.01,0,3,1.4034,68.2544,47.7261,2277.784,0.0468,18.6304,347.0913,-64.0911,51.9,2693.6084,-0.05,-0.19,0.08,6,24,-12,-490,210,246,-173,4.13,119,"-1.5724","-1.3378","#DIV/0!","-0.1912","-0.3990","#DIV/0!",22.3,119,"-1.6",3.2,-19,"-1.6",19.09,138,"0.00",37,30.88116,-97.63043,144.97484,21017.70483,13.40239,7.11178,50.57747,65.31022,47.8793,2292.42742,-0.4,0.11,0.43,-84,284,211,-747,1170,-552,"C"
10119,"eurico",1322489681,998630,"28/11/2011 14:14",275,1.43,2.37,-88.1,2,"0.210542","1.602424","1.484602",-88.1,3,"2.2",-88.4,2,"2.2",0.3,0.2,1.2,0.4,0.1,2.7,0.7,0.4,-88.4,0.1,0.01,-0.02,0.02,0.02,-6,7,18,37,567,-438,86.5,-38.1,26.2,17,36.9398,85.2302,10.0746,101.4983,-24.6442,17.8529,318.7252,46.9021,44.8314,2009.858,3.02,-0.79,0.49,75,99,-117,686,8,217,-0.95278,"-1.41840","-1.36610",0.78381,"0.31849","-0.27753",10,121,34,-41.4,-8.4,15,51.4,129.42,19,-59.1,83.7,-38.1,1.0688,119,46.2,3.7,-61.2,-134.3,3.7,180.2,180.53,0,1,0.3302,64.7123,41.3909,1713.207,-20.8023,36.9146,1362.6872,-61.2349,37.0469,1372.4735,-0.27,-0.02,0.28,4,-3,-2,-483,156,275,-180,15.7,1.36,"1.3998","-1.5212","#DIV/0!","-1.2834","0.3356","#DIV/0!",15.7,118,"1.4",4.5,-26.9,"1.4",11.23,144.9,"0.00",30,55.56386,16.49057,174.93533,30602.3701,11.93623,2.63713,6.95445,34.36774,53.22583,2832.98846,-0.47,-3.39,0.21,188,137,174,472,-256,-51,"C"
10209,"carlitos",1323084294,948371,"05/12/2011 11:24",367,1.14,5.46,-91.6,3,"2.488644","0.254283","-2.097857",-90.7,3,"-1.5",-91.6,2,"-1.5",0.9,0.1,1.3,0.1,0,5.3,0.3,0.1,-91.2,0.3,0.09,-0.05,0,-0.03,-16,1,24,14,598,-307,80.1,-22.1,56.9,17,133.2883,131.4393,26.1836,685.5817,-34.1,9.4278,88.8833,-38.3452,46.019,2117.7479,2.79,-1.22,0.2,-52,161,-2,446,217,436,-1.30785,"-0.87022","-1.30279",0.37108,"0.63016","0.07931",-17.6,56.9,51,-46.1,-90.1,14,28.5,147,37,-129.3,-11.6,25.1,-0.119,2.9,132.5,0,-25.1,23.1,0,28.04,109.32,0,6,0.4828,-75.4316,27.1113,735.0215,-8.0877,6.5774,43.2618,80.3816,27.3701,749.1229,0.21,-0.14,-0.08,-7,-58,15,-609,132,37,149,2.57,98.3,"-1.5533","0.0919","#DIV/0!","0.4244","-1.3094","#DIV/0!",45.8,180,"-1.6",1,-173,"-1.6",44.77,353,"0.00",38,44.26981,105.91071,112.31292,12614.19188,18.25054,17.22179,296.58993,62.02143,105.00081,11025.17081,-0.06,-0.02,0.13,105,269,-229,-231,716,451,"C"
10290,"carlitos",1323084297,976284,"05/12/2011 11:24",370,1.53,7.39,-93,3,"2.538390","-0.297972","-2.106276",-92.5,3,"-1.4",-93,2,"-1.4",0.5,0.1,1.3,0.1,0,6.3,1,1.1,-92.7,0.2,0.04,0,0,-0.02,-17,4,19,6,599,-315,74.5,-33.7,59.2,16,32.5281,76.8816,4.551,20.7119,-4.6171,14.1274,199.5825,97.0898,22.2477,494.9597,-4.85,1.06,-0.77,-111,114,21,514,30,459,-0.98724,"-1.03179","-0.35186",-0.58594,"-0.50279","-0.86196",11.1,123,36,-33.7,51.1,16,44.8,71.9,20,-104.3,-13.9,50.5,0.4678,8.1,130.9,7.4,-105.3,7.6,7.4,113.42,123.22,0,3,0.9167,-92.0585,30.4477,927.0608,-15.8739,20.4102,416.5747,57.6943,25.8021,665.7484,0,-0.11,-0.15,-4,-25,14,-574,248,3,151,-1.63,105,"-0.7535","-1.5511","#DIV/0!","-0.7164","-0.4121","#DIV/0!",3.1,106,"-0.8",-1.6,99.5,"-0.8",4.7,6.5,"0.00",39,0.78827,148.30612,2.12332,4.5085,1.42796,1.44877,2.09892,103.40408,2.59559,6.73707,0.14,-0.02,0.02,117,268,-250,-186,703,422,"C"
10316,"carlitos",1323084299,988376,"05/12/2011 11:24",371,1.55,6.69,-93.2,3,"11.771965","-0.781428","-3.641645",-92.7,3,"-0.7",-93.2,2,"-0.7",0.5,0.1,1.2,0.3,0.1,6.3,0.3,0.1,-92.9,0.2,0.02,0.05,0.02,0,-17,5,20,1,603,-322,75.5,6.89,108,30,42.3715,84.7848,20.483,419.5524,-17.5628,21.0568,443.389,65.6072,44.5713,1986.601,0,-0.14,0.1,-266,97,-74,-263,318,556,-1.5869,"-0.36355","-0.98489",-0.28255,"-0.95909","-0.58127",6.9,108,30,-48.4,-34.1,9,55.29,142.1,21,-96.8,-25.6,53.2,0.5418,25.9,122.2,1.2,-64.9,6,1.2,90.81,116.16,0,3,1.772,-97.4528,40.8868,1671.7313,-16.7253,18.2913,334.5724,49.0777,30.9617,958.6277,0.08,-0.18,-0.23,-8,-26,16,-574,241,14,153,30.2,167,"-0.3947","-0.5576","#DIV/0!","1.0176","0.9253","#DIV/0!",30.2,167,"-0.4",-3.1,106,"-0.4",33.25,61,"0.00",29,9.78599,148.52174,1.45662,2.12174,5.60326,10.90338,118.88359,123.08696,19.9542,398.17005,0.18,-2.28,-0.23,-134,162,-198,-678,294,462,"C"
10409,"carlitos",1323084303,996299,"05/12/2011 11:25",375,1.07,5.38,-92.9,3,"14.473782","1.084592","-3.992335",-92.5,3,"0.0",-92.9,2,"0.0",0.4,0.1,1.4,0.2,0,6.5,0.6,0.3,-92.8,0.1,0.01,-0.13,0.02,-0.07,-17,3,18,1,603,-306,74.4,4.67,114,30,1.1101,74.8204,0.7846,0.6156,7.6994,2.5089,6.2948,114.9815,1.2361,1.528,0.11,-0.02,-0.1,-263,108,-89,-260,326,562,-1.74443,"-1.01161","-0.74103",-0.19435,"0.34752","0.01365",11,117,33,4.5,113,29,6.55,4,4,-121.1,-33.5,12.7,0.9251,17.2,150,6.2,-100.7,3.7,6.2,117.88,146.28,0,4,1.7987,-92.5764,53.0007,2809.0767,-15.3681,19.6426,385.8325,49.915,37.2882,1390.4064,0.24,-0.16,-0.46,-13,-37,5,-593,192,1,141,44.3,140,"-0.8536","-0.8179","#DIV/0!","-0.7865","-1.0343","#DIV/0!",55.4,179,"-0.9",-0.8,-180,"-0.9",56.22,359,"0.00",31,48.0615,151.55556,12.24694,149.98742,36.78889,18.70834,350.00199,56.83148,137.55192,18920.5305,-0.16,2.34,0.79,-149,185,-184,-684,415,648,"C"
10483,"carlitos",1323084306,976305,"05/12/2011 11:25",378,1.55,6.76,-92.9,3,"-0.614955","-0.257618","1.186727",-92.5,4,"-1.1",-93,3,"-1.1",0.5,0.2,1.1,0.3,0.1,6.4,0.5,0.2,-92.7,0.1,0.02,-0.05,0.02,0,-20,4,24,0,604,-314,65.4,-22.4,40.6,11,43.7451,70.4518,5.4129,29.3,9.5632,14.9557,223.6726,81.2518,18.4295,339.6462,-2.15,0.64,0.39,12,71,-85,617,15,361,-0.83172,"-0.71062","-0.44575",-0.56127,"-0.49642","-0.85648",27.5,105,32,-22.4,40.6,10,49.9,64.4,22,-70.4,0,86.6,0.5332,19.2,103,2.2,-78,-15.4,2.2,97.2,118.4,0,3,1.413,-114.4985,33.5636,1126.5167,-14.4556,17.6922,313.0155,31.1565,26.855,721.1932,0.02,-0.08,-0.02,0,-17,20,-578,212,21,164,51.5,173,"-1.6462","-1.6388","#DIV/0!","-0.3676","-0.5184","#DIV/0!",53.3,178,"-1.6",-3.6,-179,"-1.6",56.85,357,"0.00",27,62.03117,68.375,141.76184,20096.42045,29.5475,23.12314,534.67967,18.94464,138.51484,19186.35961,-0.1,2.38,0.05,-173,69,-191,-667,132,467,"C"
10507,"carlitos",1323084307,996301,"05/12/2011 11:25",379,0.74,6.65,-93.2,4,"-0.409563","-0.536031","0.490266",-92.9,4,"-1.0",-93.2,2,"-1.0",0.3,0.2,1.1,0.3,0.1,6.3,0.2,0,-93,0.1,0.01,0.06,-0.03,0,-21,3,28,-1,614,-300,81.5,28.1,91.9,31,42.3556,70.9733,3.857,14.8761,-10.8582,23.1964,538.0715,51.8356,21.5756,465.5046,1.04,-0.53,0.31,-266,139,-65,-292,352,540,-1.44572,"-1.21779","-1.32642",0.42957,"0.50947","0.42048",28.1,91.9,31,-37.1,28,11,65.2,63.9,20,-126.1,-30.5,-5,0.7087,2.8,75.2,-0.1,-30.5,-17.9,-0.1,33.38,93.11,0,4,0.5131,-128.963,19.2455,370.3878,-11.0323,7.5067,56.3503,16.8486,26.4221,698.1253,-0.21,0.06,0.26,-12,-38,-2,-598,179,-1,144,21.5,130,"-0.8370","0.0012","#DIV/0!","0.6852","0.9453","#DIV/0!",50.6,168,"-0.8",-7.8,91,"-0.8",58.43,77,"0.00",44,39.61818,142.86667,4.72229,22.3,12.80667,18.88709,356.72231,113.93556,21.49826,462.17507,0.37,-4.19,0.25,-76,366,-218,-553,569,426,"C"
10558,"carlitos",1323084310,976381,"05/12/2011 11:25",381,1.64,6.84,-93.1,3,"-1.632765","-0.449339","-0.648167",-92.6,3,"0.4",-93.1,2,"0.4",0.5,0.2,2,0.3,0.1,6.4,0.4,0.2,-92.8,0.1,0.01,-0.05,-0.02,-0.03,-22,3,11,-3,597,-314,73.8,18.6,76.5,26,33.1126,70.654,3.2554,10.5977,-8.0176,18.7057,349.9033,47.5413,20.192,407.7176,2.07,-0.75,0.16,-212,141,-21,-61,285,598,-1.33462,"-1.18365","-0.74268",0.27405,"0.29611","0.68393",25.7,87.4,30,-32.4,21.6,11,58.1,65.8,19,-135.2,-21.9,0,0.8118,6.3,134.9,5.2,-79.7,-2.8,5.2,86.06,137.68,0,3,0.9585,-104.8775,30.5732,934.7225,-15.7554,14.5587,211.9553,45.0292,32.4688,1054.2209,0.32,0.05,-0.36,-6,-27,0,-585,219,2,140,13.2,105,"-1.6078","-1.5736","#DIV/0!","-0.4126","-0.5640","#DIV/0!",51.7,179,"-1.6",0.4,-175,"-1.6",51.26,354,"0.00",42,55.532,41.53968,147.3221,21703.80082,30.37778,19.52199,381.10797,21.37143,128.0294,16391.52788,-0.27,-2.49,-0.49,28,347,-223,-357,694,460,"C"
10611,"carlitos",1323084312,960331,"05/12/2011 11:25",383,1.21,7.33,-93.4,3,"#DIV/0!","0.075446","#DIV/0!",-93.2,3,"1.1",-93.4,3,"1.1",0.2,0,1,0.1,0,6.9,0.2,0,-93.3,0.1,0,0.06,0,0,-17,4,23,2,598,-309,81.1,25.9,93,31,50.8159,66,4.9493,24.4956,-14.1276,20.5803,423.5501,41.6,24.3582,593.3231,1.94,-0.85,0.92,-272,141,-28,-266,317,563,-1.00237,"-0.77423","-0.04059",0.66935,"0.74268","0.81622",25.9,93,35,-36.6,15.6,9,62.5,77.4,26,-98.9,-9.8,57.1,0.3207,0,113.9,0.7,-46.6,7.8,0.7,46.57,106.09,0,2,0.4971,-94.945,26.6849,712.0856,-15.6746,11.4056,130.0874,56.7953,24.7003,610.1045,0,-0.02,-0.08,-2,-17,11,-583,224,19,141,28.1,121,"-1.0172","1.0334","#DIV/0!","0.5625","1.3500","#DIV/0!",54.2,179,"-1.0",5.5,89.6,"-1.0",48.75,89.4,"0.00",41,23.37585,141.30435,9.57049,91.5942,24.605,16.28654,265.25155,111.68478,24.00506,576.2431,-0.14,-2.95,-0.59,-7,350,-200,-521,647,545,"C"
11238,"adelmo",1322832859,912401,"02/12/2011 13:34",540,124,-43.3,167,17,"0.029569","-0.109757","1.424773",168,18,"0.8",166,17,"0.8",2,0.2,124.5,0.5,0.3,-43.3,0.2,0,166.9,0.5,0.27,0.1,0.11,-0.16,45,47,-156,175,604,-311,17.4,23.8,-32.7,20,8.8125,16.9608,3.076,9.4616,47.5588,9.9198,98.4021,-34.9843,6.1404,37.7049,-2.23,1,0.3,-164,-13,100,221,253,556,-0.70821,"-0.91590","-1.24273",-0.69759,"0.44526","-0.46643",58.3,-23,28,23.8,-43.3,19,34.5,20.3,9,51.8,-28.5,-96.5,-0.884,11.1,-40.1,-1.8,-32.1,-96.7,-1.8,43.11,56.55,0,18,4.5725,94.8911,18.6698,348.5622,-7.9592,14.9227,222.6858,-59.2046,16.6496,277.2085,0,-0.21,-0.1,-50,88,-146,-559,253,66,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",30,45.01647,0,0,0,0,0,0,0,0,0,1.14,0.11,0.48,-284,-77,-21,-124,-580,107,"C"
11287,"adelmo",1322832864,984291,"02/12/2011 13:34",542,126,-41.6,165,18,"7.770402","0.221100","-3.072669",165,18,"-2.0",164,17,"-2.0",1,0.1,126,0,0,-41.5,0.2,0,164.4,0.5,0.25,0.08,0.11,-0.2,48,45,-159,169,600,-325,31,12,-14.2,17,167.7142,-76.8723,90.8127,8246.9412,-58.5766,26.5235,703.4984,84.8511,84.5236,7144.243,3.42,-2.39,0.87,-137,41,93,292,384,426,1.03838,"-1.88997","-0.71642",1.46724,"-0.38088","-0.91342",12,178,43,-88,-35.2,4,100,213.2,39,44.3,-18.4,-108.6,-0.3494,-18.4,-100.1,0.6,-28.2,-114.6,0.6,9.81,14.49,0,23,0.9408,42.694,3.6292,13.1711,-24.7272,2.1892,4.7928,-106.8117,3.2259,10.4065,0.14,0.03,0.56,-41,96,-198,-580,257,-38,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",43,26.30342,0,0,0,0,0,0,0,0,0,0.75,1.4,0.9,-56,414,-14,-272,828,730,"C"
11401,"adelmo",1322832870,988345,"02/12/2011 13:34",547,127,-40.7,161,18,"0.876349","1.362688","-1.685898",162,18,"-0.2",161,17,"-0.2",1,0.2,127,0,0,-40.7,0.2,0.1,161.2,0.4,0.18,0.06,0.11,-0.2,46,47,-161,164,610,-308,-9.6,4.98,-42.8,13,5.2959,-19.5776,3.9259,15.413,-20.41,10.5371,111.0299,-29.3857,5.8144,33.8071,1.62,-0.9,0.92,-100,-43,65,285,150,575,0.01388,"-0.53429","-0.37965",1.11183,"-0.73666","-0.76271",5,-22.7,16,-30.2,-42.8,7,35.18,20.1,9,41.5,-33.6,-102.3,0.5873,-27.3,-84,-0.6,-36.8,-102.3,-0.6,9.51,18.29,0,15,0.4311,51.2188,4.7339,22.4099,-31.9412,2.4519,6.0119,-94.8339,3.8789,15.0461,0.31,0.02,-0.16,-49,60,-127,-555,246,77,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",35,2.64711,0,0,0,0,0,0,0,0,0,0.88,0.64,0.07,58,326,-76,97,619,373,"C"
11425,"adelmo",1322832871,976396,"02/12/2011 13:34",548,127,-41,162,18,"7.770402","2.037747","-3.072669",162,18,"2.2",161,17,"2.2",1,0.1,127,0,0,-40.6,0.2,0,161.1,0.4,0.13,0.13,0.11,-0.15,47,46,-162,171,608,-319,3.47,41.8,-76.1,29,21.8677,-0.7853,3.3085,10.9459,26.1719,10.0744,101.4927,-61.2277,9.0413,81.7442,0.58,-0.72,1.07,-278,-24,-27,-324,353,536,-0.93301,"-0.92629","-1.11419",-0.22991,"0.21611","-0.10116",41.8,-43.7,29,6.3,-76.1,13,35.53,32.4,16,54.6,-26.8,-94.8,0.7286,-25.2,-84.5,-0.2,-34.9,-98.2,-0.2,9.75,13.75,0,18,0.8039,55.759,3.6902,13.6176,-28.5214,2.5525,6.5151,-92.7283,3.1411,9.8666,0.19,0.08,-0.16,-47,92,-144,-543,310,30,0,0,0,"#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",0,0,"#DIV/0!",42,6.08696,0,0,0,0,0,0,0,0,0,1.08,0.06,0.36,2,410,-55,-57,714,445,"C"
